file_name,text
video/bkIBHUh7LrE_000115/video.mp4,cricket chirping
video/4enilF4pEko_000000/video.mp4,mouse pattering
video/_547JTmvb9g_000030/video.mp4,people sniggering
video/fYhJdb8ka3k_000030/video.mp4,typing on computer keyboard
video/vb1SalyslCs_000050/video.mp4,sailing
video/Olfiy3sCF88_000030/video.mp4,duck quacking
video/145N68nh4m0_000130/video.mp4,police car (siren)
video/sqGwflGZk4Y_000080/video.mp4,playing badminton
video/DfEOfuu863Q_000016/video.mp4,running electric fan
video/qoo1sZq09pQ_000180/video.mp4,playing french horn
video/9PdzaYwgQBE_000030/video.mp4,pumping water
video/xw3yx95ZsLg_000030/video.mp4,singing bowl
video/oeNMiCqg9JA_000106/video.mp4,ripping paper
video/1NkUBIl2Plw_000030/video.mp4,raining
video/mcYd-WlyCIw_000006/video.mp4,telephone bell ringing
video/PYislCydAPQ_000030/video.mp4,playing french horn
video/XzsPKZf62G0_000420/video.mp4,machine gun shooting
video/CDIex7WRfFo_000025/video.mp4,telephone bell ringing
video/4oEjg-ZPXBc_000030/video.mp4,playing badminton
video/40CVvVDVWVM_000051/video.mp4,ferret dooking
video/uoCay5JXnn4_000000/video.mp4,toilet flushing
video/h4MaAn43I20_000069/video.mp4,yodelling
video/wCPEfqnHzNc_000067/video.mp4,alarm clock ringing
video/eMQySEjyCUw_000160/video.mp4,playing vibraphone
video/WSuGM1DGvCM_000006/video.mp4,people cheering
video/kZegES0woJo_000035/video.mp4,snake hissing
video/zuqaQqmtzXs_000095/video.mp4,playing tuning fork
video/E4kSn6knAZE_000143/video.mp4,striking pool
video/BI8YQ3ueD24_000030/video.mp4,tapping guitar
video/F5e-SEICJP4_000060/video.mp4,playing steelpan
video/hOua7RdPg38_000090/video.mp4,baby laughter
video/mSL8MpANRBE_000013/video.mp4,lathe spinning
video/VzB1ly5SirQ_000380/video.mp4,police radio chatter
video/dpEVjaFAhAs_000360/video.mp4,hair dryer drying
video/gyP7-OSixNk_000030/video.mp4,playing hammond organ
video/mkayu6dgMQs_000190/video.mp4,playing gong
video/XQHs8qK9HPA_000082/video.mp4,"ice cream truck, ice cream van"
video/bh3M0wYsW1k_000076/video.mp4,alarm clock ringing
video/RvHRucMiAbw_000000/video.mp4,bull bellowing
video/YbcsO5O7X9c_000056/video.mp4,dog baying
video/alYGQZPX7vc_000030/video.mp4,playing piano
video/khgvtI-pnOE_000012/video.mp4,barn swallow calling
video/B5KE79I2f-A_000188/video.mp4,wind noise
video/1_v-Kro86Io_000010/video.mp4,playing harpsichord
video/MBVEZnvdBUM_000019/video.mp4,metronome
video/PuvTDLP8lwM_000030/video.mp4,typing on computer keyboard
video/Y16pPj3zfo4_000007/video.mp4,"alligators, crocodiles hissing"
video/rJftCcAQZEY_000460/video.mp4,cricket chirping
video/8HUmHsf6dG4_000000/video.mp4,spraying water
video/aP0nFHftn9A_000070/video.mp4,typing on typewriter
video/DQRapqt_69c_000128/video.mp4,sharpen knife
video/nn5WR8xkcVM_000313/video.mp4,bouncing on trampoline
video/doX8FjlNPf8_000030/video.mp4,playing sitar
video/GQb6gTJD7zA_000000/video.mp4,playing flute
video/SDdlINEPMPc_000030/video.mp4,wind rustling leaves
video/Ahhba-EM4nI_000000/video.mp4,people sneezing
video/ebRLSVHIGEE_000050/video.mp4,thunder
video/iPf4W-YgqEs_000120/video.mp4,eating with cutlery
video/y05npVHuQtg_000024/video.mp4,cattle mooing
video/XNGrVxQFrdI_000440/video.mp4,pumping water
video/HhJNtJYbWkk_000032/video.mp4,fireworks banging
video/7GJ9EGKOxSI_000200/video.mp4,alarm clock ringing
video/7-V8cMwkXTk_000030/video.mp4,"motorboat, speedboat acceleration"
video/LaiJ0mPbbdk_000016/video.mp4,horse neighing
video/DKrhM5ESJzM_000045/video.mp4,arc welding
video/4Au6hL7urlY_000368/video.mp4,"fly, housefly buzzing"
video/E7qRkUYu580_000307/video.mp4,sea waves
video/eosvNU2eucs_000260/video.mp4,playing clarinet
video/M-bmsXbJBdw_000034/video.mp4,"race car, auto racing"
video/Bd-1gr7807g_000016/video.mp4,volcano explosion
video/o8_9STVfnvI_000059/video.mp4,horse clip-clop
video/PeN0BUbCdVE_000030/video.mp4,printer printing
video/ivKeAXf2H_g_000011/video.mp4,playing guiro
video/680o8EChP_o_000105/video.mp4,striking pool
video/35HFjLYQiwY_000030/video.mp4,lawn mowing
video/NAdLC19r7MU_000245/video.mp4,planing timber
video/F8OkghIn9L8_000320/video.mp4,chainsawing trees
video/cM_VbOBRWK8_000000/video.mp4,playing harmonica
video/GxT7fj69ni4_000056/video.mp4,chimpanzee pant-hooting
video/SM10Hrl5d7U_000010/video.mp4,playing electronic organ
video/zUxqWMvjKBw_000099/video.mp4,driving snowmobile
video/QW8-FlKlqAA_000480/video.mp4,playing bagpipes
video/1MP3sQTk8wo_000000/video.mp4,dog barking
video/cuINEhfQW98_000109/video.mp4,ice cracking
video/Fnsn0MeW3X4_000580/video.mp4,playing french horn
video/QnR9JhVGgu8_000348/video.mp4,car engine idling
video/idUZsNLnyDg_000030/video.mp4,tapping guitar
video/JNvGSWULJLA_000588/video.mp4,dinosaurs bellowing
video/J3ALZUC6tYI_000065/video.mp4,civil defense siren
video/MZEwJXbLjIE_000260/video.mp4,people whistling
video/ZT3jQW3tvt0_000015/video.mp4,canary calling
video/ZcQ_w49a8UU_000066/video.mp4,mouse clicking
video/pWjfnwWIXQ4_000150/video.mp4,bird wings flapping
video/25AuI5wE_FM_000004/video.mp4,lathe spinning
video/iYBjjt6HwPM_000109/video.mp4,sea waves
video/MYejbTz5DWY_000166/video.mp4,shot football
video/gs-lSymjBVE_000030/video.mp4,"ice cream truck, ice cream van"
video/H4rdJlSSt5Y_000030/video.mp4,playing banjo
video/1BivKH8w7Fo_000037/video.mp4,people cheering
video/nnkzdwz1D8Q_000280/video.mp4,cricket chirping
video/7Tdbu-kCGPI_000077/video.mp4,baltimore oriole calling
video/6sRQnpEEQ0E_000390/video.mp4,lighting firecrackers
video/7M8qifHEvQA_000140/video.mp4,people eating apple
video/S0sPNaWcdrs_000043/video.mp4,playing bongo
video/PZJtBkLPDbM_000460/video.mp4,arc welding
video/xAJtCxlsvGg_000003/video.mp4,warbler chirping
video/7L5ceYe0f_s_000120/video.mp4,wind rustling leaves
video/0eTrzI5-ong_000030/video.mp4,playing zither
video/QXnJ2manIdI_000030/video.mp4,"female speech, woman speaking"
video/qeTDQnAZ81w_000087/video.mp4,underwater bubbling
video/YCwS46UER0Q_000207/video.mp4,playing squash
video/6fQqyrMAuFI_000500/video.mp4,"motorboat, speedboat acceleration"
video/tQpSR44-vLY_000150/video.mp4,lathe spinning
video/2N-TQnG4t90_000045/video.mp4,woodpecker pecking tree
video/crS5cwurdfY_000160/video.mp4,lawn mowing
video/shkxVcpYF8c_000222/video.mp4,mouse clicking
video/AG2YTG36nYg_000504/video.mp4,scuba diving
video/cEEoKQ38fHY_000030/video.mp4,driving buses
video/TCjpetxykx0_000210/video.mp4,playing sitar
video/DqOGYyFVnKk_000200/video.mp4,skateboarding
video/Gx4Ua7b7qcI_000016/video.mp4,blowtorch igniting
video/aEuT4gYoOzg_000020/video.mp4,woodpecker pecking tree
video/ejg4V7F-ArQ_000327/video.mp4,bowling impact
video/R5I7L3qtgNk_000061/video.mp4,ice cracking
video/2x373CrHD6E_000000/video.mp4,cupboard opening or closing
video/Ts3ZcUaELzA_000030/video.mp4,playing electric guitar
video/R_B5ruT7kAI_000000/video.mp4,train wheels squealing
video/LmtTU7Ihc4M_000350/video.mp4,machine gun shooting
video/WMZ3ZAMcE3s_000204/video.mp4,cat hissing
video/99iIggWrfNM_000030/video.mp4,"engine accelerating, revving, vroom"
video/B5KE79I2f-A_000220/video.mp4,wind noise
video/4P518ZMug-U_000115/video.mp4,people booing
video/HgSqmsr5GOQ_000030/video.mp4,fire crackling
video/bMYhXjEJl_8_000070/video.mp4,ocean burbling
video/4U7GK4-5No4_000046/video.mp4,"electric shaver, electric razor shaving"
video/NwBREzh6M_I_000050/video.mp4,opening or closing drawers
video/PeWX2XHqnTw_000005/video.mp4,playing double bass
video/AwAFAi8sa-0_000450/video.mp4,playing volleyball
video/KDE80kI1Kf0_000040/video.mp4,owl hooting
video/eZ5iippq3rA_000030/video.mp4,crow cawing
video/7fft0a682rE_000000/video.mp4,bird wings flapping
video/Bgnaur8-fas_000160/video.mp4,playing bongo
video/mwYb2HLIAmw_000030/video.mp4,"female speech, woman speaking"
video/KqcvoJkKeRk_000081/video.mp4,playing squash
video/v44s14ocMV4_000033/video.mp4,playing oboe
video/DIAS8gDM8Hg_000003/video.mp4,dog baying
video/wKVqltUq1Xo_000052/video.mp4,golf driving
video/ZRVktsXO9FI_000066/video.mp4,scuba diving
video/3LulQoOXNB0_000030/video.mp4,driving motorcycle
video/1VHm2PacRWc_000020/video.mp4,cow lowing
video/Zbz0xb0BYSk_000090/video.mp4,chicken crowing
video/ENX0totqysA_000030/video.mp4,playing piano
video/2WTk_j_fivY_000030/video.mp4,reversing beeps
video/YlLqWCeiVPw_000030/video.mp4,cat meowing
video/QqBqzQofczg_000090/video.mp4,mouse pattering
video/adh99_Q735w_000140/video.mp4,playing gong
video/0NZQRllfNhE_000140/video.mp4,mynah bird singing
video/R3urUtvSgkU_000030/video.mp4,playing bass guitar
video/H8q7kRegenA_000490/video.mp4,playing vibraphone
video/fPAsWpYozPM_000112/video.mp4,chipmunk chirping
video/hnz86eMFjkQ_000002/video.mp4,people sneezing
video/jzxUgRqabsA_000010/video.mp4,crow cawing
video/QJDLZ53UsLk_000320/video.mp4,car passing by
video/DrN1hZuDLqA_000153/video.mp4,lathe spinning
video/4V_-nmgCdCk_000380/video.mp4,mouse pattering
video/CnxNaUbF61U_000030/video.mp4,sloshing water
video/99VNZPt2MIs_000126/video.mp4,elephant trumpeting
video/ZsWs23ldI4k_000110/video.mp4,people hiccup
video/N0d1cK2k1Eg_000000/video.mp4,cattle mooing
video/s6ZrQ73zxdw_000131/video.mp4,playing tympani
video/O_SKumO328I_000030/video.mp4,driving buses
video/ITKMtPL1pWw_000001/video.mp4,underwater bubbling
video/EBnrA85wsc4_000030/video.mp4,people eating
video/Z0wu_Qi3Cxk_000115/video.mp4,police radio chatter
video/qaZYMjKrUCo_000460/video.mp4,using sewing machines
video/-G04QpzSpbU_000020/video.mp4,cat purring
video/hFkC9DzHoho_000189/video.mp4,playing bassoon
video/twAF2WFdZMk_000143/video.mp4,slot machine
video/0hdkmTWLnw8_000042/video.mp4,playing darts
video/uwH37lkK6OQ_000070/video.mp4,otter growling
video/Owg_XU9XmRM_000030/video.mp4,driving buses
video/vhUM-UOKpSk_000053/video.mp4,playing ukulele
video/8hE1DIB6wfw_000030/video.mp4,baby crying
video/r4kvzWLSDT4_000030/video.mp4,playing double bass
video/MI6AgoqRlZg_000069/video.mp4,chicken crowing
video/StO32FBBIH4_000011/video.mp4,baby crying
video/D1VQAb8CfWM_000022/video.mp4,cat hissing
video/Dvq1kY70ip4_000025/video.mp4,snake hissing
video/VCWoxeOUJzc_000083/video.mp4,"alligators, crocodiles hissing"
video/CUWfvJiJFLQ_000030/video.mp4,playing bagpipes
video/G0SUSiUozWM_000236/video.mp4,popping popcorn
video/m-FO9gFY5Go_000030/video.mp4,people hiccup
video/K2pP4vbDrBw_000108/video.mp4,playing congas
video/wOzgCyoi9l8_000006/video.mp4,gibbon howling
video/a2mT_KRRa1Y_000002/video.mp4,"fly, housefly buzzing"
video/mZ6ALw9GOUU_000030/video.mp4,playing harp
video/nxklbthehL0_000100/video.mp4,people cheering
video/tiMD7FdhbPo_000050/video.mp4,playing trumpet
video/3ANlPU9YFmw_000030/video.mp4,frog croaking
video/5NyjOIjRKKM_000018/video.mp4,dog bow-wow
video/UpTkrr-4feg_000015/video.mp4,ferret dooking
video/NwA9JSlK_lM_000030/video.mp4,playing banjo
video/Szwd-0tatdo_000120/video.mp4,thunder
video/8n2oR0jgQ5A_000021/video.mp4,shot football
video/Hrpr-PM2fQQ_000000/video.mp4,skidding
video/V5xL8hLFY58_000030/video.mp4,playing mandolin
video/ktLR-WjB_C8_000044/video.mp4,ripping paper
video/RXIRbazT2Rs_000270/video.mp4,using sewing machines
video/R_yxyBvaauw_000040/video.mp4,barn swallow calling
video/2bCuw7U_Rac_000390/video.mp4,playing accordion
video/QDW_uCMnMMU_000000/video.mp4,people screaming
video/33JKpT0qUcE_000000/video.mp4,cat growling
video/o1psbzO1YPU_000065/video.mp4,"fly, housefly buzzing"
video/V4YUpQKeKD4_000020/video.mp4,playing vibraphone
video/dgpEiV4huf4_000690/video.mp4,striking bowling
video/MaaPWkNBhR8_000173/video.mp4,car engine idling
video/irHVR7HFtn4_000034/video.mp4,"heart sounds, heartbeat"
video/Drxkm1HyVxI_000021/video.mp4,sliding door
video/HZDIyvYqEC8_000066/video.mp4,magpie calling
video/9nNBz3phufo_000040/video.mp4,eating with cutlery
video/j68v0fnyXg8_000030/video.mp4,people clapping
video/THhP1idrWXA_000030/video.mp4,people sniggering
video/a6XuFDaKFgM_000092/video.mp4,arc welding
video/ER1fTL9-pQw_000030/video.mp4,people finger snapping
video/-2Dm0VjW8oM_000001/video.mp4,"pigeon, dove cooing"
video/PljzqcsQ62U_000030/video.mp4,"bird chirping, tweeting"
video/O1RmrE_HfpE_000030/video.mp4,playing didgeridoo
video/NmtINqVMjHE_000258/video.mp4,playing darts
video/ZvcqyRbXyls_000030/video.mp4,police car (siren)
video/986MPr2JYY4_000016/video.mp4,people battle cry
video/4BUKAcdGfaI_000009/video.mp4,tap dancing
video/QS9exOjY2u0_000026/video.mp4,playing shofar
video/W3eYhk9XxRs_000046/video.mp4,chipmunk chirping
video/9koUQIbosEg_000259/video.mp4,car engine idling
video/z55K86oQrMo_000063/video.mp4,opening or closing car electric windows
video/G4fTKotMoWI_000030/video.mp4,playing acoustic guitar
video/rU7WZkmqSGc_000072/video.mp4,baltimore oriole calling
video/mCaniZpghFE_000310/video.mp4,playing harp
video/zsSLTyIhuf0_000000/video.mp4,playing tennis
video/xxxorj7BKe0_000064/video.mp4,playing squash
video/Aq3pc1q58Kw_000084/video.mp4,cat caterwauling
video/xsHb8V7bKbo_000010/video.mp4,people finger snapping
video/7XNy97YAGjo_000251/video.mp4,roller coaster running
video/0J_TdiZ3TKA_000030/video.mp4,male singing
video/1zQtgRqPHZU_000046/video.mp4,bathroom ventilation fan running
video/XryEq7dg_fY_000082/video.mp4,train whistling
video/f9rfsCGlpes_000000/video.mp4,dog whimpering
video/cNPwX7nKmOs_000030/video.mp4,"rowboat, canoe, kayak rowing"
video/Y3Iu9Xq-TaU_000505/video.mp4,people slurping
video/Oct7HCu1Vwo_000035/video.mp4,smoke detector beeping
video/2e1tRszQIPE_000057/video.mp4,bouncing on trampoline
video/5gsfdVBThoI_000111/video.mp4,playing bass drum
video/cZBUN4-Vu2g_000118/video.mp4,chipmunk chirping
video/LhL0H-LI8SE_000090/video.mp4,baby laughter
video/Gg6Jx9UTBZI_000158/video.mp4,baltimore oriole calling
video/W_-t9sBGOg4_000072/video.mp4,playing double bass
video/5QpSgohMobQ_000030/video.mp4,car engine starting
video/-5CGQGSFGyg_000060/video.mp4,playing electronic organ
video/sP0anQjatZQ_000032/video.mp4,chipmunk chirping
video/tA_NrYVTlps_000024/video.mp4,horse clip-clop
video/IisvMeU0iKQ_000180/video.mp4,helicopter
video/3xDZU7GME7E_000170/video.mp4,lighting firecrackers
video/JHAQKzJ43Qo_000110/video.mp4,playing cymbal
video/zx_vcwOsDO4_000050/video.mp4,tapping guitar
video/gEbqh2WEfKU_000156/video.mp4,train horning
video/JzcuvgVgskk_000030/video.mp4,"child speech, kid speaking"
video/ARCyuCLGlmc_000030/video.mp4,ocean burbling
video/-hSwZyPPJTc_000075/video.mp4,fox barking
video/Br2gA432RWo_000182/video.mp4,playing erhu
video/ITym6X1Cvzs_000000/video.mp4,duck quacking
video/CsRF3qYnSLI_000030/video.mp4,dog howling
video/rXU4vJ4Rz4A_000032/video.mp4,footsteps on snow
video/L28CnhmeAD4_000030/video.mp4,dog howling
video/x3i0kNcMM1k_000038/video.mp4,mynah bird singing
video/G_KiopmUUE0_000000/video.mp4,splashing water
video/JcLpx0VveSw_000017/video.mp4,plastic bottle crushing
video/40AD_oH9eCU_000030/video.mp4,"child speech, kid speaking"
video/E3sbhKh1Rns_000126/video.mp4,plastic bottle crushing
video/Sg-8q7jJq7A_000030/video.mp4,people whispering
video/61krHyjf-ac_000176/video.mp4,"fly, housefly buzzing"
video/zBabZOv4dGw_000380/video.mp4,dog howling
video/JSdALuTneBM_000030/video.mp4,playing synthesizer
video/vq4jQd5-PL0_000030/video.mp4,people sniggering
video/9lrhuW6aatg_000000/video.mp4,barn swallow calling
video/ikIVo68HLwY_000010/video.mp4,bird squawking
video/-ABOfhcXwt8_000017/video.mp4,people running
video/QMc3zhoaU-Y_000057/video.mp4,chipmunk chirping
video/X3wyXjui7ac_000213/video.mp4,playing tympani
video/MN-NfHbxdQE_000107/video.mp4,playing tympani
video/x5RTAyFGLRc_000133/video.mp4,running electric fan
video/kXQNBY7Wa14_000030/video.mp4,wind rustling leaves
video/M0GKzxjD9S0_000084/video.mp4,metronome
video/wZopmfXTtxw_000030/video.mp4,"male speech, man speaking"
video/5DN1Q9s5B20_000030/video.mp4,cat hissing
video/7gr6ZOKZwuQ_000010/video.mp4,driving buses
video/ZPBscuJXkO0_000580/video.mp4,firing cannon
video/_W_Mc16Gi4Q_000030/video.mp4,wind rustling leaves
video/iuXb1ckkpwE_000246/video.mp4,"fly, housefly buzzing"
video/CMKnSInoA7I_000003/video.mp4,horse clip-clop
video/mbIaXWp46po_000088/video.mp4,playing tuning fork
video/_jB-IM_77lI_000000/video.mp4,playing tennis
video/u-_9D23i6mE_000050/video.mp4,shot football
video/mHRF_-IOT2s_000440/video.mp4,playing cymbal
video/vyYpxGJr7zI_000030/video.mp4,dog barking
video/FTOafffuu5U_000150/video.mp4,people babbling
video/ABs3qGwvW-U_000020/video.mp4,basketball bounce
video/xLkLbI6uqSs_000053/video.mp4,snake hissing
video/9fWNP6yAgrU_000003/video.mp4,woodpecker pecking tree
video/I70DGW_g26g_000100/video.mp4,people slapping
video/8spcnH0LalI_000032/video.mp4,playing table tennis
video/A5lX7rsPIDw_000300/video.mp4,playing acoustic guitar
video/U8hJTpSZVWE_000103/video.mp4,yodelling
video/THu8Uk2KMBM_000030/video.mp4,playing harp
video/IkS4Dfi2m10_000162/video.mp4,missile launch
video/9c9dRz8t4bI_000152/video.mp4,electric grinder grinding
video/8TCdnr4F6tw_000303/video.mp4,playing glockenspiel
video/-tptsFSnu60_000235/video.mp4,hair dryer drying
video/WsHNWjMhlHQ_000452/video.mp4,police radio chatter
video/ID9p52w2ah4_000079/video.mp4,playing erhu
video/9K1WO3UNFb0_000269/video.mp4,bouncing on trampoline
video/CHkE7YL08Zo_000030/video.mp4,people sneezing
video/IPm036_I75o_000362/video.mp4,eagle screaming
video/8UMdVUartLw_000120/video.mp4,wind rustling leaves
video/AucZQ-hal9U_000013/video.mp4,firing muskets
video/DntBIoOgx70_000030/video.mp4,people farting
video/sc7KNFUEdfY_000030/video.mp4,duck quacking
video/G-tO6Sqyiu4_000030/video.mp4,chicken clucking
video/gLPkzyEy--c_000876/video.mp4,people eating apple
video/FpgEvLIh-jM_000052/video.mp4,spraying water
video/OvJJbbiz9y8_000070/video.mp4,cheetah chirrup
video/J5E3DDNxZGs_000078/video.mp4,cuckoo bird calling
video/J2nDnAerah0_000030/video.mp4,helicopter
video/DPpmV4JqYsM_000030/video.mp4,goat bleating
video/d_6Ykd2ntDE_000131/video.mp4,telephone bell ringing
video/pOvO5y-p550_000170/video.mp4,people burping
video/XCiz7m7HQrs_000120/video.mp4,cat caterwauling
video/lm5ia1UoyGw_000030/video.mp4,goat bleating
video/nC1p4WWdMgY_000316/video.mp4,lip smacking
video/LoRLOQaZU48_000090/video.mp4,airplane
video/sHG7j9-d0d0_000030/video.mp4,playing ukulele
video/NV0P4YtItzc_000110/video.mp4,people hiccup
video/q_K7AV8EWks_000026/video.mp4,playing bongo
video/WhBHLyBY5to_000113/video.mp4,playing shofar
video/ysNo8BAeNoE_000037/video.mp4,ferret dooking
video/fsHgHsYyJbs_000030/video.mp4,playing bass guitar
video/3uuyQ4O0L68_000030/video.mp4,playing french horn
video/JIRCCthKAh0_000118/video.mp4,shot football
video/7NH1WJlSiYI_000030/video.mp4,"engine accelerating, revving, vroom"
video/2Wr7o5BG6e0_000030/video.mp4,people whispering
video/ifHRDBx-ctw_000030/video.mp4,playing accordion
video/ifGuIUPl1hE_000030/video.mp4,lions roaring
video/FbLFOzKYe-w_000123/video.mp4,cutting hair with electric trimmers
video/75PJeJ2hGcw_000030/video.mp4,cat meowing
video/3NRu3vNRFxU_000000/video.mp4,dog barking
video/Q1n6LAxY7uY_000203/video.mp4,lions growling
video/sI2qIWCfEJ8_000025/video.mp4,cheetah chirrup
video/KDgNhw175fM_000089/video.mp4,yodelling
video/KOVw582M79I_000220/video.mp4,driving buses
video/0BauNGmZtTU_000250/video.mp4,thunder
video/AN60q9nSnMk_000030/video.mp4,people sneezing
video/JaKy0YkFdsg_000071/video.mp4,bouncing on trampoline
video/5WL7gVP9i58_000121/video.mp4,electric grinder grinding
video/awu8YzLtqF0_000050/video.mp4,people farting
video/ucC4clgPd4Q_000030/video.mp4,typing on typewriter
video/FwVYUHKoLtQ_000034/video.mp4,"playing violin, fiddle"
video/i8kGE-XRat4_000011/video.mp4,disc scratching
video/LExYeHF-ypk_000130/video.mp4,playing cello
video/wTujz_6ZG9E_000061/video.mp4,airplane flyby
video/uG4Y4HedL60_000015/video.mp4,air horn
video/28ehZa0fzmo_000028/video.mp4,fire truck siren
video/a_tTA5W6FAo_000176/video.mp4,people cheering
video/4z8HTrCvEsc_000097/video.mp4,tap dancing
video/6LhWo-WzgLU_000034/video.mp4,slot machine
video/g3eW5ca-DKw_000030/video.mp4,raining
video/RMX2aviLZdo_000070/video.mp4,using sewing machines
video/-zSyfcXmHdk_001083/video.mp4,"ice cream truck, ice cream van"
video/xC-FE1l3Cxs_000368/video.mp4,footsteps on snow
video/K-JfatjTpQw_000119/video.mp4,hedge trimmer running
video/YcBWuQDGrJc_000030/video.mp4,printer printing
video/KS_5Qiec4AI_000009/video.mp4,warbler chirping
video/DmJL3kSguyw_000023/video.mp4,eagle screaming
video/8KEzNMLZYpk_000118/video.mp4,striking pool
video/z16gQeEtuyw_000021/video.mp4,mosquito buzzing
video/P1LygmOqewM_000157/video.mp4,playing congas
video/CtcmYF7mufk_000030/video.mp4,rapping
video/qLQVG0dFvwg_000135/video.mp4,playing shofar
video/DFf71XYDX3g_000016/video.mp4,chipmunk chirping
video/31DHlOBn2LE_000002/video.mp4,sea waves
video/Pc-XnRIIgqE_000005/video.mp4,fireworks banging
video/qgAWtqsSBsg_000035/video.mp4,bouncing on trampoline
video/PJnn-wMPU9w_000040/video.mp4,mouse pattering
video/ItvWPMW7RWE_000150/video.mp4,goose honking
video/ZGYQX-172io_000022/video.mp4,dog bow-wow
video/B2dwWGTj7O4_000400/video.mp4,playing double bass
video/DJbFAoB4-_o_000170/video.mp4,people hiccup
video/ew1epjgvuQM_000030/video.mp4,people shuffling
video/BckOteKD49k_000030/video.mp4,mouse pattering
video/xubIj3ag5t4_000233/video.mp4,playing erhu
video/Gr-aT8sYNN8_000030/video.mp4,vacuum cleaner cleaning floors
video/JNE-lrKk6Mg_000030/video.mp4,"playing marimba, xylophone"
video/c2akbbdS7I4_000030/video.mp4,people shuffling
video/LuL4ErULWR0_000160/video.mp4,foghorn
video/B7MStvwQ6R8_000029/video.mp4,striking pool
video/brfMnl3U64M_000004/video.mp4,playing bongo
video/slbhA0hwhFY_000071/video.mp4,air horn
video/HvMZHdzvmSM_000020/video.mp4,people farting
video/a23vS080B2E_000100/video.mp4,waterfall burbling
video/Vo7TOX5_EPQ_000001/video.mp4,sea lion barking
video/yL1RQ9FGZyE_000030/video.mp4,playing steelpan
video/fFVT_CtL62M_000020/video.mp4,"vehicle horn, car horn, honking"
video/psbURlY7H2g_000085/video.mp4,pheasant crowing
video/WWCNBy_rZzg_000030/video.mp4,people shuffling
video/SwxdBiazu8M_000030/video.mp4,duck quacking
video/nd40lIYtQmA_000138/video.mp4,playing table tennis
video/C7hEJn-CQEU_000030/video.mp4,playing electronic organ
video/DIxTruxPbdk_000000/video.mp4,machine gun shooting
video/V1M3HiUz0ZQ_000070/video.mp4,skateboarding
video/17K-oEuH1p0_000020/video.mp4,playing bugle
video/DEGSyVygE98_000110/video.mp4,car engine starting
